PR,PR previous,URL,URL previous,Title,Title previous,Content type,Content type previous,Is rendered page,Is rendered page previous,HTTP status code,HTTP status code previous,Canonical URL,Canonical URL previous,Canonical URL code,Canonical URL code previous,Canonical URL patch,Canonical URL patch status,Is self-canonical,Is self-canonical previous,Is indexable page,Is indexable page previous,Organic traffic,Organic traffic previous,No. of all inlinks,No. of all inlinks previous,First found at,First found at previous
0,29,https://tranvas.com/solutions/second-brain,https://tranvas.com/solutions/second-brain,Second Brain — Your Digital Knowledge Map | Tranvas,Second Brain — Your Digital Knowledge Map | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/solutions/second-brain,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/solutions/second-brain
0,29,https://tranvas.com/features/journal,https://tranvas.com/features/journal,Digital Journal — Capture Your Thoughts,Digital Journal — Capture Your Thoughts | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/features/journal,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/features/journal
0,29,https://tranvas.com/solutions/personalgrowth,https://tranvas.com/solutions/personalgrowth,Personal Growth — Master Your Self-System | Tranvas,Personal Growth — Master Your Self-System | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/solutions/personalgrowth,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/solutions/personalgrowth
0,29,https://tranvas.com/register,https://tranvas.com/register,Sign Up — Start Your Journey | Tranvas,Sign Up — Start Your Journey | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/register,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/register
0,29,https://tranvas.com/resources/changelog,https://tranvas.com/resources/changelog,Changelog — What's New | Tranvas,Changelog — What's New | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/resources/changelog,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/resources/changelog
0,29,https://tranvas.com/solutions/deep-work,https://tranvas.com/solutions/deep-work,Deep Work — Uninterrupted Focus | Tranvas,Deep Work — Uninterrupted Focus | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/solutions/deep-work,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/solutions/deep-work
0,23,https://www.tranvas.com/id,https://www.tranvas.com/id,Tranvas | The Unified Life Operating System,Tranvas | The Unified Life Operating System,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/id,,200,,,,false,,false,true,0,0,1,1,https://www.tranvas.com/,https://www.tranvas.com/
0,29,https://tranvas.com/features/neural-os,https://tranvas.com/features/neural-os,Neural OS AI — Powered by Gemini Brain,Neural OS AI — Powered by Gemini Brain | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/features/neural-os,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/features/neural-os
0,29,https://tranvas.com/about,https://tranvas.com/about,About Us — Our Mission | Tranvas,About Us — Our Mission | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/about,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/about
0,29,https://tranvas.com/resources/blog,https://tranvas.com/resources/blog,Blog — Productivity Insights | Tranvas,Blog — Productivity Insights | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/resources/blog,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/resources/blog
0,29,https://tranvas.com/resources/ai-trust,https://tranvas.com/resources/ai-trust,AI Transparency — Our Commitment | Tranvas,AI Transparency — Our Commitment | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/resources/ai-trust,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/resources/ai-trust
0,29,https://tranvas.com/solutions/atomic-system,https://tranvas.com/solutions/atomic-system,"Atomic Habits — Small Steps, Big Results | Tranvas","Atomic Habits — Small Steps, Big Results | Tranvas",text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/solutions/atomic-system,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/solutions/atomic-system
0,29,https://tranvas.com/solutions/student,https://tranvas.com/solutions/student,For Students — Optimize Your Learning | Tranvas,For Students — Optimize Your Learning | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/solutions/student,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/solutions/student
0,29,https://tranvas.com/resources/help,https://tranvas.com/resources/help,Help Center — Find Solutions | Tranvas,Help Center — Find Solutions | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/resources/help,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/resources/help
0,29,https://tranvas.com/resources/guide,https://tranvas.com/resources/guide,User Guide — Master the OS | Tranvas,User Guide — Master the OS | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/resources/guide,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/resources/guide
0,29,https://tranvas.com/solutions/career-accelerator,https://tranvas.com/solutions/career-accelerator,Career Tracker — Focus on Professional Growth | Tranvas,Career Tracker — Focus on Professional Growth | Tranvas,text/html; charset=utf-8,text/html; charset=utf-8,false,false,200,200,https://tranvas.com/en/solutions/career-accelerator,,307,,,,false,,false,true,0,0,3,3,,https://tranvas.com/en/solutions/career-accelerator
